shipment_key,sales_key,warehouse_key,shipment_date,delivery_date,delay_days,shipping_cost,created_at
325,4680,2,2024-01-19,2024-01-22,3,42.15,2025-07-23 23:42:41.642747
326,4913,10,2022-09-13,2022-09-17,4,11.75,2025-07-23 23:42:41.644152
327,1890,11,2023-02-05,2023-02-09,4,45.01,2025-07-23 23:42:41.645510
328,4995,3,2024-12-09,2024-12-10,1,21.08,2025-07-23 23:42:41.646876
329,4568,8,2022-04-10,2022-04-12,2,16.69,2025-07-23 23:42:41.648489
330,2137,15,2022-09-04,2022-09-06,2,11.34,2025-07-23 23:42:41.650000
331,12,5,2024-01-27,2024-01-28,1,27.49,2025-07-23 23:42:41.651409
332,1302,7,2022-08-13,2022-08-16,3,21.89,2025-07-23 23:42:41.652852
333,45,3,2024-05-15,2024-05-16,1,33.06,2025-07-23 23:42:41.654250
334,4851,19,2023-05-24,2023-05-28,4,44.44,2025-07-23 23:42:41.655592
335,4799,2,2022-01-03,2022-01-08,5,18.74,2025-07-23 23:42:41.656923
336,3221,14,2024-08-27,2024-08-30,3,30.29,2025-07-23 23:42:41.658292
337,1803,12,2022-12-14,2022-12-14,0,40.29,2025-07-23 23:42:41.659611
338,897,4,2023-09-15,2023-09-19,4,44.3,2025-07-23 23:42:41.660971
339,4358,1,2024-01-24,2024-01-27,3,38.11,2025-07-23 23:42:41.662331
340,1085,10,2022-06-28,2022-06-29,1,22.97,2025-07-23 23:42:41.663670
341,3364,5,2024-12-03,2024-12-03,0,48.23,2025-07-23 23:42:41.665037
342,4834,20,2022-10-29,2022-10-30,1,30.89,2025-07-23 23:42:41.666360
343,4520,19,2022-12-29,2023-01-01,3,29.27,2025-07-23 23:42:41.667677
344,541,13,2023-03-12,2023-03-17,5,18.58,2025-07-23 23:42:41.669061
345,2691,17,2024-04-06,2024-04-08,2,8.93,2025-07-23 23:42:41.670418
346,4111,6,2022-09-04,2022-09-08,4,15.57,2025-07-23 23:42:41.671809
347,3338,18,2022-08-14,2022-08-14,0,46.58,2025-07-23 23:42:41.673205
348,1214,11,2023-07-08,2023-07-10,2,44.94,2025-07-23 23:42:41.674639
349,3619,4,2023-01-18,2023-01-20,2,45.6,2025-07-23 23:42:41.676016
350,2264,4,2024-11-09,2024-11-12,3,19.05,2025-07-23 23:42:41.677396
351,108,13,2024-05-17,2024-05-20,3,38.92,2025-07-23 23:42:41.678852
352,4963,12,2023-08-23,2023-08-28,5,5.91,2025-07-23 23:42:41.680232
353,3752,14,2024-06-24,2024-06-29,5,8.2,2025-07-23 23:42:41.681716
354,3111,17,2023-12-28,2023-12-28,0,42.2,2025-07-23 23:42:41.683139
355,936,3,2023-12-28,2024-01-01,4,27.03,2025-07-23 23:42:41.684569
356,3374,8,2023-11-29,2023-12-01,2,31.15,2025-07-23 23:42:41.685963
357,2629,5,2024-07-04,2024-07-04,0,32.37,2025-07-23 23:42:41.687428
358,4518,17,2022-11-05,2022-11-10,5,47.63,2025-07-23 23:42:41.688872
359,3658,17,2022-11-11,2022-11-14,3,25.79,2025-07-23 23:42:41.690263
360,596,14,2023-08-07,2023-08-10,3,12.66,2025-07-23 23:42:41.691638
361,1260,11,2024-05-15,2024-05-20,5,38.37,2025-07-23 23:42:41.693021
362,375,13,2022-11-09,2022-11-11,2,5.9,2025-07-23 23:42:41.694385
363,3375,7,2024-06-29,2024-07-02,3,6.11,2025-07-23 23:42:41.695777
364,3161,5,2022-07-29,2022-08-02,4,42.62,2025-07-23 23:42:41.697125
365,70,14,2022-11-12,2022-11-14,2,16.4,2025-07-23 23:42:41.698459
366,4072,9,2024-09-13,2024-09-13,0,19.97,2025-07-23 23:42:41.699751
367,3985,10,2022-11-11,2022-11-12,1,7.22,2025-07-23 23:42:41.701256
368,1425,12,2024-06-08,2024-06-12,4,46.92,2025-07-23 23:42:41.702602
369,1898,17,2023-02-02,2023-02-04,2,9.64,2025-07-23 23:42:41.704033
370,4684,8,2022-10-22,2022-10-22,0,43.39,2025-07-23 23:42:41.705672
371,1840,11,2022-05-07,2022-05-12,5,16.29,2025-07-23 23:42:41.707076
372,68,3,2024-08-30,2024-09-01,2,7.19,2025-07-23 23:42:41.708448
373,3696,6,2024-05-02,2024-05-03,1,13.66,2025-07-23 23:42:41.709880
374,3718,2,2023-09-16,2023-09-18,2,49.1,2025-07-23 23:42:41.711348
375,2116,19,2024-07-31,2024-07-31,0,24.09,2025-07-23 23:42:41.713124
376,84,19,2024-03-21,2024-03-25,4,43.36,2025-07-23 23:42:41.714648
377,466,17,2023-09-12,2023-09-13,1,36.99,2025-07-23 23:42:41.716259
378,3363,19,2023-06-28,2023-06-28,0,10.48,2025-07-23 23:42:41.717714
379,4850,15,2022-08-08,2022-08-10,2,47.41,2025-07-23 23:42:41.719201
380,121,3,2023-01-03,2023-01-08,5,36.2,2025-07-23 23:42:41.720610
381,2429,1,2024-08-21,2024-08-21,0,7.12,2025-07-23 23:42:41.722017
382,2756,14,2023-09-16,2023-09-19,3,34.54,2025-07-23 23:42:41.723401
383,2591,14,2024-06-06,2024-06-08,2,12.01,2025-07-23 23:42:41.724783
384,2208,19,2022-08-24,2022-08-26,2,49.94,2025-07-23 23:42:41.726156
385,933,7,2023-03-20,2023-03-23,3,27.25,2025-07-23 23:42:41.727526
386,1474,7,2022-03-30,2022-04-02,3,47.69,2025-07-23 23:42:41.728930
387,4633,12,2022-09-26,2022-09-30,4,26.01,2025-07-23 23:42:41.730303
388,1786,20,2022-05-04,2022-05-07,3,46.91,2025-07-23 23:42:41.731665
389,1101,13,2022-07-18,2022-07-23,5,31.71,2025-07-23 23:42:41.733039
390,1532,19,2022-07-27,2022-08-01,5,32.04,2025-07-23 23:42:41.734426
391,3516,12,2024-01-26,2024-01-27,1,38.94,2025-07-23 23:42:41.735788
392,4225,10,2023-10-29,2023-10-31,2,45.81,2025-07-23 23:42:41.737171
393,4886,10,2023-12-26,2023-12-28,2,37.77,2025-07-23 23:42:41.738522
394,3272,20,2024-05-19,2024-05-19,0,13.34,2025-07-23 23:42:41.739921
395,3180,3,2023-01-11,2023-01-11,0,8.57,2025-07-23 23:42:41.741297
396,1023,10,2023-03-17,2023-03-21,4,39.45,2025-07-23 23:42:41.742650
397,4259,16,2024-03-02,2024-03-02,0,39.14,2025-07-23 23:42:41.744026
398,4213,7,2024-05-25,2024-05-30,5,27.47,2025-07-23 23:42:41.745428
399,4304,5,2023-12-03,2023-12-06,3,23.4,2025-07-23 23:42:41.746796
400,4279,18,2024-02-06,2024-02-11,5,21.7,2025-07-23 23:42:41.748173
401,1939,6,2022-12-23,2022-12-25,2,30.97,2025-07-23 23:42:41.749536
402,3067,20,2022-08-20,2022-08-23,3,42.07,2025-07-23 23:42:41.750911
403,1271,19,2022-07-28,2022-07-29,1,41.68,2025-07-23 23:42:41.752250
404,1810,19,2022-12-10,2022-12-15,5,7.07,2025-07-23 23:42:41.753619
405,2041,10,2024-08-02,2024-08-04,2,34.98,2025-07-23 23:42:41.754996
406,4593,6,2024-07-05,2024-07-09,4,19.79,2025-07-23 23:42:41.756362
407,700,19,2024-08-06,2024-08-08,2,27.72,2025-07-23 23:42:41.757689
408,2994,14,2024-10-06,2024-10-11,5,16.25,2025-07-23 23:42:41.759038
409,2574,9,2022-11-16,2022-11-16,0,5.32,2025-07-23 23:42:41.760412
410,2705,17,2022-04-20,2022-04-21,1,21.33,2025-07-23 23:42:41.761748
411,2863,12,2023-01-09,2023-01-14,5,33.06,2025-07-23 23:42:41.763164
412,4763,9,2024-03-27,2024-03-27,0,12.26,2025-07-23 23:42:41.764514
413,106,18,2024-04-20,2024-04-24,4,32.77,2025-07-23 23:42:41.765909
414,322,2,2022-09-30,2022-10-01,1,48.18,2025-07-23 23:42:41.767254
415,3084,4,2023-05-19,2023-05-21,2,8.72,2025-07-23 23:42:41.768647
416,1246,6,2022-01-22,2022-01-22,0,44.15,2025-07-23 23:42:41.770022
417,3675,4,2023-12-19,2023-12-19,0,46.08,2025-07-23 23:42:41.771395
418,3245,7,2022-11-15,2022-11-15,0,9.57,2025-07-23 23:42:41.772724
419,2473,1,2023-11-11,2023-11-13,2,18.83,2025-07-23 23:42:41.774142
420,1757,14,2024-11-15,2024-11-20,5,8.55,2025-07-23 23:42:41.775493
421,2582,7,2024-10-09,2024-10-10,1,20.88,2025-07-23 23:42:41.776934
422,1341,13,2022-02-27,2022-03-04,5,44.67,2025-07-23 23:42:41.778317
423,3496,16,2023-03-03,2023-03-03,0,47.08,2025-07-23 23:42:41.779672
424,3647,16,2023-06-13,2023-06-16,3,27.71,2025-07-23 23:42:41.781007
425,1275,12,2023-07-26,2023-07-28,2,20.98,2025-07-23 23:42:41.782339
426,2756,10,2023-09-16,2023-09-20,4,32.2,2025-07-23 23:42:41.783682
427,4122,20,2023-05-02,2023-05-03,1,18.8,2025-07-23 23:42:41.785038
428,2743,14,2024-08-20,2024-08-25,5,18.1,2025-07-23 23:42:41.786369
429,3506,13,2024-12-17,2024-12-22,5,32.99,2025-07-23 23:42:41.787701
430,236,7,2024-06-15,2024-06-18,3,29.5,2025-07-23 23:42:41.789081
431,3122,1,2023-08-24,2023-08-26,2,9.67,2025-07-23 23:42:41.790462
432,1914,19,2024-07-04,2024-07-06,2,26.39,2025-07-23 23:42:41.791884
433,746,19,2024-03-01,2024-03-01,0,42.11,2025-07-23 23:42:41.793278
434,4081,16,2022-04-10,2022-04-13,3,6.55,2025-07-23 23:42:41.794639
435,1790,6,2023-05-22,2023-05-24,2,9.88,2025-07-23 23:42:41.795979
436,3321,20,2022-03-14,2022-03-18,4,41.88,2025-07-23 23:42:41.797371
437,4789,12,2022-11-20,2022-11-25,5,33.62,2025-07-23 23:42:41.798706
438,153,9,2023-05-27,2023-05-31,4,39.54,2025-07-23 23:42:41.800132
439,4430,13,2024-07-14,2024-07-16,2,24.37,2025-07-23 23:42:41.801482
440,3934,2,2022-03-19,2022-03-24,5,24.52,2025-07-23 23:42:41.802843
441,1207,1,2022-12-30,2023-01-02,3,30.36,2025-07-23 23:42:41.804221
442,222,10,2024-10-14,2024-10-16,2,16.27,2025-07-23 23:42:41.805590
443,2864,13,2024-04-14,2024-04-18,4,26.17,2025-07-23 23:42:41.806984
444,3605,15,2023-11-20,2023-11-22,2,13.33,2025-07-23 23:42:41.808357
445,243,17,2023-04-18,2023-04-22,4,35.77,2025-07-23 23:42:41.809715
446,3014,1,2022-10-25,2022-10-26,1,39.47,2025-07-23 23:42:41.811052
447,1395,9,2022-03-28,2022-04-01,4,6.26,2025-07-23 23:42:41.812422
448,2688,16,2022-10-25,2022-10-26,1,14.68,2025-07-23 23:42:41.813778
449,3661,13,2023-05-15,2023-05-16,1,30.32,2025-07-23 23:42:41.815178
450,1146,18,2024-06-29,2024-07-01,2,32.13,2025-07-23 23:42:41.816553
451,508,14,2023-07-14,2023-07-19,5,25.78,2025-07-23 23:42:41.817984
452,94,1,2024-04-27,2024-04-27,0,38.18,2025-07-23 23:42:41.819393
453,3120,18,2023-09-23,2023-09-24,1,39.82,2025-07-23 23:42:41.821110
454,844,19,2022-08-26,2022-08-26,0,44.35,2025-07-23 23:42:41.822809
455,4670,6,2024-08-28,2024-09-01,4,17.26,2025-07-23 23:42:41.824361
456,1635,13,2023-08-08,2023-08-11,3,29.46,2025-07-23 23:42:41.825686
457,4448,18,2024-12-14,2024-12-18,4,10.28,2025-07-23 23:42:41.827067
458,4461,20,2022-08-13,2022-08-15,2,27.82,2025-07-23 23:42:41.828421
459,1374,15,2024-07-20,2024-07-20,0,17.14,2025-07-23 23:42:41.829792
460,3047,5,2023-11-20,2023-11-21,1,42.14,2025-07-23 23:42:41.831142
461,2259,14,2022-05-31,2022-06-04,4,22.9,2025-07-23 23:42:41.832484
462,3095,20,2024-03-03,2024-03-07,4,39.59,2025-07-23 23:42:41.833855
463,927,3,2022-03-23,2022-03-23,0,48.0,2025-07-23 23:42:41.835216
464,2254,15,2023-05-26,2023-05-28,2,34.55,2025-07-23 23:42:41.836558
465,1772,19,2023-07-03,2023-07-04,1,13.38,2025-07-23 23:42:41.837967
466,4471,19,2022-04-19,2022-04-24,5,40.98,2025-07-23 23:42:41.839344
467,1982,13,2024-10-03,2024-10-05,2,6.21,2025-07-23 23:42:41.840722
468,277,13,2024-06-16,2024-06-17,1,10.45,2025-07-23 23:42:41.842300
469,772,9,2024-10-26,2024-10-31,5,14.48,2025-07-23 23:42:41.843439
470,2607,19,2023-11-10,2023-11-13,3,38.71,2025-07-23 23:42:41.844601
471,3944,7,2022-12-09,2022-12-14,5,8.9,2025-07-23 23:42:41.845839
472,2800,6,2022-11-20,2022-11-20,0,24.1,2025-07-23 23:42:41.847008
473,1658,7,2023-02-15,2023-02-16,1,16.11,2025-07-23 23:42:41.848148
474,1706,20,2022-11-17,2022-11-19,2,12.63,2025-07-23 23:42:41.849303
475,1814,9,2024-05-24,2024-05-27,3,12.74,2025-07-23 23:42:41.850434
476,3447,15,2024-03-18,2024-03-19,1,40.58,2025-07-23 23:42:41.851586
477,996,2,2023-11-12,2023-11-17,5,13.01,2025-07-23 23:42:41.852721
478,3326,15,2023-01-12,2023-01-13,1,14.26,2025-07-23 23:42:41.853884
479,3350,11,2023-03-15,2023-03-16,1,12.5,2025-07-23 23:42:41.855011
480,2448,2,2022-04-30,2022-05-02,2,13.51,2025-07-23 23:42:41.856183
481,1464,2,2022-04-21,2022-04-25,4,26.51,2025-07-23 23:42:41.857319
482,1098,5,2024-12-28,2025-01-01,4,6.91,2025-07-23 23:42:41.858442
483,590,19,2024-11-07,2024-11-08,1,15.77,2025-07-23 23:42:41.859571
484,543,2,2023-06-19,2023-06-21,2,28.17,2025-07-23 23:42:41.860706
485,3399,7,2024-11-26,2024-11-29,3,35.82,2025-07-23 23:42:41.861903
486,3158,5,2023-07-24,2023-07-29,5,39.45,2025-07-23 23:42:41.863063
487,369,12,2022-02-27,2022-03-01,2,26.42,2025-07-23 23:42:41.864212
488,2543,14,2023-07-21,2023-07-22,1,45.64,2025-07-23 23:42:41.865335
489,4121,13,2023-11-18,2023-11-23,5,8.76,2025-07-23 23:42:41.866459
490,175,15,2023-10-24,2023-10-29,5,47.0,2025-07-23 23:42:41.867617
491,1742,11,2023-12-09,2023-12-09,0,17.32,2025-07-23 23:42:41.868786
492,2964,8,2023-09-10,2023-09-14,4,37.96,2025-07-23 23:42:41.869929
493,2997,5,2024-07-20,2024-07-23,3,29.42,2025-07-23 23:42:41.871103
494,4860,14,2024-10-02,2024-10-05,3,24.06,2025-07-23 23:42:41.872287
495,235,8,2023-09-18,2023-09-21,3,46.25,2025-07-23 23:42:41.873432
496,4346,13,2024-08-16,2024-08-17,1,44.95,2025-07-23 23:42:41.874573
497,3144,1,2023-04-05,2023-04-07,2,11.41,2025-07-23 23:42:41.875698
498,4953,9,2024-07-14,2024-07-19,5,46.99,2025-07-23 23:42:41.876860
499,3084,9,2023-05-18,2023-05-22,4,6.97,2025-07-23 23:42:41.878070
500,2058,8,2023-10-07,2023-10-12,5,31.77,2025-07-23 23:42:41.879365
501,3749,16,2022-07-19,2022-07-19,0,23.42,2025-07-23 23:42:41.880565
502,645,11,2023-09-09,2023-09-14,5,40.09,2025-07-23 23:42:41.881692
503,348,6,2024-11-30,2024-11-30,0,45.48,2025-07-23 23:42:41.882834
504,4269,2,2024-12-12,2024-12-14,2,45.42,2025-07-23 23:42:41.883995
505,3794,1,2022-07-13,2022-07-13,0,15.36,2025-07-23 23:42:41.885135
506,564,5,2024-08-18,2024-08-21,3,34.81,2025-07-23 23:42:41.886279
507,1367,19,2024-06-07,2024-06-12,5,46.06,2025-07-23 23:42:41.887422
508,1279,15,2024-03-13,2024-03-14,1,29.21,2025-07-23 23:42:41.888589
509,802,14,2024-11-16,2024-11-17,1,34.05,2025-07-23 23:42:41.889791
510,4927,10,2022-06-17,2022-06-19,2,48.28,2025-07-23 23:42:41.890936
511,442,13,2023-01-21,2023-01-25,4,14.15,2025-07-23 23:42:41.892086
512,3096,15,2024-02-21,2024-02-25,4,42.72,2025-07-23 23:42:41.893255
513,2893,9,2024-06-25,2024-06-25,0,33.32,2025-07-23 23:42:41.894389
514,1148,3,2024-12-27,2025-01-01,5,42.34,2025-07-23 23:42:41.895628
515,3975,1,2022-11-26,2022-11-28,2,31.07,2025-07-23 23:42:41.896883
516,2625,20,2023-11-10,2023-11-14,4,42.81,2025-07-23 23:42:41.898029
517,1531,18,2022-06-07,2022-06-12,5,49.84,2025-07-23 23:42:41.899224
518,1587,14,2022-04-05,2022-04-06,1,38.48,2025-07-23 23:42:41.900440
519,3840,15,2022-05-29,2022-06-02,4,26.24,2025-07-23 23:42:41.901628
520,4988,20,2022-12-03,2022-12-06,3,36.29,2025-07-23 23:42:41.902886
521,2003,14,2022-06-24,2022-06-27,3,28.54,2025-07-23 23:42:41.904273
522,1610,16,2022-06-14,2022-06-15,1,40.41,2025-07-23 23:42:41.905661
523,3477,15,2024-04-10,2024-04-10,0,18.34,2025-07-23 23:42:41.907151
524,138,8,2022-12-17,2022-12-19,2,34.05,2025-07-23 23:42:41.908561
525,4824,11,2022-12-30,2022-12-31,1,18.11,2025-07-23 23:42:41.909956
526,2274,4,2024-11-13,2024-11-16,3,7.15,2025-07-23 23:42:41.911351
527,2954,1,2024-11-16,2024-11-19,3,44.11,2025-07-23 23:42:41.912676
528,3529,11,2022-07-07,2022-07-09,2,13.03,2025-07-23 23:42:41.914106
529,1965,2,2022-06-09,2022-06-10,1,27.08,2025-07-23 23:42:41.915418
530,4206,3,2023-06-01,2023-06-06,5,48.36,2025-07-23 23:42:41.916890
531,4848,20,2023-07-17,2023-07-20,3,48.88,2025-07-23 23:42:41.918241
532,4750,3,2023-06-11,2023-06-12,1,23.22,2025-07-23 23:42:41.919636
533,4747,17,2024-10-05,2024-10-09,4,18.11,2025-07-23 23:42:41.921124
534,4662,15,2022-11-09,2022-11-09,0,46.98,2025-07-23 23:42:41.922469
535,1267,4,2023-10-08,2023-10-13,5,31.8,2025-07-23 23:42:41.923909
536,1801,12,2023-02-05,2023-02-07,2,9.93,2025-07-23 23:42:41.925321
537,1938,17,2022-10-16,2022-10-19,3,15.1,2025-07-23 23:42:41.926595
538,1452,14,2023-10-12,2023-10-17,5,43.04,2025-07-23 23:42:41.927963
539,1676,1,2022-06-24,2022-06-25,1,24.19,2025-07-23 23:42:41.929383
540,982,19,2022-10-01,2022-10-01,0,25.56,2025-07-23 23:42:41.930782
541,3218,8,2023-03-10,2023-03-12,2,48.77,2025-07-23 23:42:41.932275
542,2896,9,2022-12-08,2022-12-11,3,35.43,2025-07-23 23:42:41.933601
543,4891,2,2024-01-16,2024-01-21,5,20.61,2025-07-23 23:42:41.935007
544,3482,5,2023-11-08,2023-11-11,3,8.44,2025-07-23 23:42:41.936203
545,4950,18,2023-06-16,2023-06-16,0,32.76,2025-07-23 23:42:41.937417
546,1365,16,2023-09-15,2023-09-19,4,43.3,2025-07-23 23:42:41.938588
547,2989,18,2023-06-04,2023-06-09,5,37.17,2025-07-23 23:42:41.939780
548,2794,4,2024-03-27,2024-03-30,3,7.51,2025-07-23 23:42:41.940951
549,4899,9,2022-05-05,2022-05-08,3,11.3,2025-07-23 23:42:41.942532
550,2652,17,2023-05-08,2023-05-08,0,27.86,2025-07-23 23:42:41.944177
551,4019,20,2024-11-24,2024-11-24,0,31.14,2025-07-23 23:42:41.945349
552,2013,16,2024-01-12,2024-01-14,2,13.41,2025-07-23 23:42:41.946561
553,1990,12,2022-06-21,2022-06-21,0,39.81,2025-07-23 23:42:41.948169
554,1063,15,2023-12-24,2023-12-24,0,19.47,2025-07-23 23:42:41.949542
555,4204,14,2022-08-19,2022-08-22,3,7.66,2025-07-23 23:42:41.951392
556,241,12,2022-02-11,2022-02-14,3,13.54,2025-07-23 23:42:41.952674
557,2224,6,2023-01-29,2023-02-03,5,49.82,2025-07-23 23:42:41.954073
558,3206,1,2023-10-20,2023-10-21,1,32.94,2025-07-23 23:42:41.955407
559,1529,5,2022-04-23,2022-04-26,3,29.87,2025-07-23 23:42:41.956688
560,2729,18,2022-04-08,2022-04-10,2,24.03,2025-07-23 23:42:41.958022
561,2935,14,2024-11-23,2024-11-26,3,7.58,2025-07-23 23:42:41.959249
562,3112,12,2024-07-04,2024-07-05,1,18.39,2025-07-23 23:42:41.960496
563,654,12,2022-10-31,2022-11-03,3,26.81,2025-07-23 23:42:41.961774
564,1966,12,2022-07-18,2022-07-23,5,16.74,2025-07-23 23:42:41.963049
565,151,10,2022-02-19,2022-02-21,2,48.72,2025-07-23 23:42:41.964304
566,2800,10,2022-11-19,2022-11-20,1,14.28,2025-07-23 23:42:41.965552
567,4130,13,2023-06-19,2023-06-23,4,23.46,2025-07-23 23:42:41.966836
568,4424,11,2022-11-21,2022-11-22,1,37.53,2025-07-23 23:42:41.968317
569,2988,12,2023-11-30,2023-12-03,3,43.36,2025-07-23 23:42:41.969515
570,3294,2,2022-06-24,2022-06-25,1,39.78,2025-07-23 23:42:41.970702
571,3696,19,2024-05-02,2024-05-03,1,20.88,2025-07-23 23:42:41.971893
572,4588,12,2023-07-25,2023-07-27,2,40.19,2025-07-23 23:42:41.973063
573,3004,17,2024-04-03,2024-04-06,3,14.27,2025-07-23 23:42:41.974223
574,1549,15,2024-12-05,2024-12-07,2,22.65,2025-07-23 23:42:41.975366
575,988,11,2022-03-30,2022-04-03,4,23.37,2025-07-23 23:42:41.976502
576,4648,9,2023-01-21,2023-01-24,3,39.59,2025-07-23 23:42:41.977642
577,687,8,2022-06-19,2022-06-21,2,32.08,2025-07-23 23:42:41.978808
578,273,12,2022-01-16,2022-01-17,1,19.02,2025-07-23 23:42:41.979961
579,1753,10,2022-05-31,2022-06-01,1,33.67,2025-07-23 23:42:41.981119
580,4603,18,2022-10-30,2022-11-03,4,5.92,2025-07-23 23:42:41.982239
581,26,7,2024-04-25,2024-04-30,5,7.75,2025-07-23 23:42:41.983374
582,356,19,2024-09-03,2024-09-05,2,29.61,2025-07-23 23:42:41.984521
583,1345,20,2023-12-15,2023-12-16,1,41.81,2025-07-23 23:42:41.985658
584,149,13,2023-06-03,2023-06-07,4,7.65,2025-07-23 23:42:41.986818
585,945,14,2023-09-30,2023-09-30,0,31.61,2025-07-23 23:42:41.987977
586,4321,16,2023-06-08,2023-06-11,3,41.96,2025-07-23 23:42:41.989364
587,1579,15,2024-05-12,2024-05-13,1,26.48,2025-07-23 23:42:41.990615
588,2016,8,2022-04-28,2022-04-29,1,48.39,2025-07-23 23:42:41.991902
589,1279,18,2024-03-13,2024-03-17,4,16.27,2025-07-23 23:42:41.993081
590,1090,2,2023-08-17,2023-08-17,0,49.63,2025-07-23 23:42:41.994257
591,4766,7,2023-10-11,2023-10-13,2,42.08,2025-07-23 23:42:41.995451
592,1235,10,2024-10-06,2024-10-09,3,39.71,2025-07-23 23:42:41.996597
593,2211,16,2022-08-28,2022-09-01,4,48.77,2025-07-23 23:42:41.997754
594,4102,20,2024-07-05,2024-07-10,5,42.09,2025-07-23 23:42:41.998876
595,196,14,2024-03-01,2024-03-03,2,39.42,2025-07-23 23:42:42.000482
596,962,7,2022-02-22,2022-02-25,3,46.31,2025-07-23 23:42:42.001971
597,3700,8,2024-11-10,2024-11-10,0,34.53,2025-07-23 23:42:42.003442
598,1253,12,2023-04-29,2023-04-29,0,45.86,2025-07-23 23:42:42.004599
599,3701,12,2023-10-28,2023-11-01,4,23.64,2025-07-23 23:42:42.005734
600,833,9,2022-09-10,2022-09-15,5,8.57,2025-07-23 23:42:42.006943
601,2572,16,2022-01-16,2022-01-21,5,21.1,2025-07-23 23:42:42.008055
602,4973,19,2024-10-02,2024-10-04,2,37.33,2025-07-23 23:42:42.009893
603,4392,8,2024-07-06,2024-07-07,1,44.11,2025-07-23 23:42:42.011822
604,387,1,2023-04-05,2023-04-08,3,40.22,2025-07-23 23:42:42.013593
605,2705,13,2022-04-20,2022-04-22,2,13.78,2025-07-23 23:42:42.015298
606,1706,19,2022-11-17,2022-11-17,0,45.51,2025-07-23 23:42:42.017006
607,1883,15,2023-09-07,2023-09-10,3,35.11,2025-07-23 23:42:42.018734
608,3910,1,2024-10-03,2024-10-03,0,5.69,2025-07-23 23:42:42.020542
609,2787,12,2023-01-26,2023-01-27,1,27.7,2025-07-23 23:42:42.022251
610,4072,7,2024-09-11,2024-09-13,2,34.31,2025-07-23 23:42:42.024098
611,3378,14,2023-10-16,2023-10-16,0,15.65,2025-07-23 23:42:42.025848
612,3413,15,2023-03-10,2023-03-12,2,13.8,2025-07-23 23:42:42.027501
613,3538,19,2024-03-19,2024-03-22,3,20.3,2025-07-23 23:42:42.029336
614,450,16,2023-08-12,2023-08-15,3,19.2,2025-07-23 23:42:42.031062
615,1302,2,2022-08-13,2022-08-15,2,23.01,2025-07-23 23:42:42.032736
616,1540,13,2023-04-07,2023-04-09,2,9.78,2025-07-23 23:42:42.034464
617,1073,14,2024-03-04,2024-03-06,2,19.11,2025-07-23 23:42:42.036118
618,2270,18,2024-05-09,2024-05-12,3,40.73,2025-07-23 23:42:42.044846
619,1940,3,2024-02-05,2024-02-08,3,32.86,2025-07-23 23:42:42.046669
620,2182,7,2023-08-28,2023-08-29,1,19.69,2025-07-23 23:42:42.047986
621,4082,14,2023-04-26,2023-04-29,3,43.74,2025-07-23 23:42:42.049265
622,139,13,2023-10-25,2023-10-29,4,5.63,2025-07-23 23:42:42.050457
623,3684,13,2022-12-27,2022-12-27,0,17.33,2025-07-23 23:42:42.051680
624,4050,8,2024-11-26,2024-11-26,0,20.63,2025-07-23 23:42:42.052909
625,2873,13,2022-05-29,2022-06-03,5,9.11,2025-07-23 23:42:42.054090
626,647,13,2023-08-05,2023-08-05,0,43.21,2025-07-23 23:42:42.055230
627,2587,4,2023-01-01,2023-01-01,0,14.34,2025-07-23 23:42:42.056378
628,802,16,2024-11-17,2024-11-22,5,39.83,2025-07-23 23:42:42.057642
629,4074,7,2024-05-28,2024-05-29,1,14.78,2025-07-23 23:42:42.058795
630,882,11,2023-03-26,2023-03-29,3,14.38,2025-07-23 23:42:42.059958
631,4212,9,2023-09-25,2023-09-25,0,37.57,2025-07-23 23:42:42.061137
632,1321,11,2024-01-08,2024-01-10,2,30.04,2025-07-23 23:42:42.062284
633,4879,11,2022-06-26,2022-06-26,0,8.13,2025-07-23 23:42:42.063415
634,3148,9,2022-11-07,2022-11-10,3,43.85,2025-07-23 23:42:42.064593
635,1719,11,2023-11-13,2023-11-14,1,45.75,2025-07-23 23:42:42.065814
636,3803,7,2024-10-26,2024-10-30,4,37.8,2025-07-23 23:42:42.066966
637,1854,2,2022-09-20,2022-09-23,3,21.01,2025-07-23 23:42:42.068138
638,1275,20,2023-07-25,2023-07-25,0,5.69,2025-07-23 23:42:42.069299
639,3169,5,2022-11-11,2022-11-11,0,5.09,2025-07-23 23:42:42.070466
640,4537,19,2024-11-26,2024-12-01,5,31.36,2025-07-23 23:42:42.071585
641,4877,12,2023-03-13,2023-03-17,4,47.68,2025-07-23 23:42:42.072714
642,2268,6,2023-02-27,2023-02-28,1,7.97,2025-07-23 23:42:42.073874
643,572,14,2023-10-02,2023-10-07,5,33.39,2025-07-23 23:42:42.075024
644,3739,7,2023-07-06,2023-07-09,3,28.36,2025-07-23 23:42:42.076224
645,4578,20,2022-06-01,2022-06-05,4,11.21,2025-07-23 23:42:42.077357
646,635,2,2022-12-11,2022-12-13,2,12.79,2025-07-23 23:42:42.078509
647,753,20,2022-04-01,2022-04-04,3,16.15,2025-07-23 23:42:42.079650
648,1902,5,2024-03-18,2024-03-23,5,19.83,2025-07-23 23:42:42.080867
649,1064,13,2024-09-09,2024-09-11,2,16.08,2025-07-23 23:42:42.082254
